promedio_temporal,energia_en_cada_paso
-0.015684,-0.016163
-0.015685,-0.016293
-0.015685,-0.016206
-0.015685,-0.015713
-0.015686,-0.015768
-0.015686,-0.016102
-0.015687,-0.016278
-0.015687,-0.016188
-0.015688,-0.016219
-0.015688,-0.015718
-0.015688,-0.016278
-0.015689,-0.016154
-0.015690,-0.016216
-0.015689,-0.015594
-0.015690,-0.015773
-0.015690,-0.016250
-0.015690,-0.015973
-0.015690,-0.015627
-0.015691,-0.015903
-0.015691,-0.016347
-0.015692,-0.016234
-0.015692,-0.016024
-0.015693,-0.016305
-0.015693,-0.015871
-0.015694,-0.016166
-0.015694,-0.015914
-0.015694,-0.015782
-0.015694,-0.015348
-0.015694,-0.015807
-0.015693,-0.015451
-0.015694,-0.016220
-0.015695,-0.016402
-0.015695,-0.016040
-0.015696,-0.016267
-0.015695,-0.015167
-0.015695,-0.015897
-0.015696,-0.016256
-0.015696,-0.015503
-0.015696,-0.016063
-0.015696,-0.015878
-0.015697,-0.016156
-0.015698,-0.016647
-0.015699,-0.016506
-0.015699,-0.015784
-0.015699,-0.015808
-0.015699,-0.015924
-0.015699,-0.015578
-0.015699,-0.015590
-0.015699,-0.015703
-0.015699,-0.016239
-0.015700,-0.016341
-0.015701,-0.016238
-0.015701,-0.016173
-0.015702,-0.016594
-0.015703,-0.016236
-0.015703,-0.016154
-0.015703,-0.015225
-0.015703,-0.015831
-0.015703,-0.015774
-0.015703,-0.016056
-0.015704,-0.016181
-0.015704,-0.016001
-0.015704,-0.015826
-0.015705,-0.016450
-0.015705,-0.016089
-0.015706,-0.016403
-0.015706,-0.015846
-0.015706,-0.015981
-0.015707,-0.015918
-0.015707,-0.016094
-0.015708,-0.016307
-0.015708,-0.015909
-0.015708,-0.016025
-0.015708,-0.016006
-0.015709,-0.016136
-0.015709,-0.015896
-0.015710,-0.016247
-0.015710,-0.015895
-0.015710,-0.015704
-0.015710,-0.016066
-0.015711,-0.016153
-0.015711,-0.015902
-0.015711,-0.015813
-0.015711,-0.016241
-0.015712,-0.015926
-0.015712,-0.016290
-0.015712,-0.015753
-0.015712,-0.015845
-0.015713,-0.016077
-0.015713,-0.016349
-0.015714,-0.016468
-0.015715,-0.016708
